Wavenumber (cm^-1)	Intensity profile for Laser = Block Engineering LaserTune LT-OEM [Q0252] - Block Engineering LaserTune LT-OEM [Q0252]: PiF (V)
1778	7.62015989428741e-4
1779	6.0465055243004e-4
1780	6.79335593770485e-4
1781	7.60160946769693e-4
1782	7.01812928846998e-4
1783	6.35017841673283e-4
1784	7.13016964907043e-4
1785	6.8092864176827e-4
1786	6.94507192660554e-4
1787	7.0531221386293e-4
1788	6.89398296765952e-4
1789	6.73177213514393e-4
1790	5.05904162313959e-4
1791	6.1249232367056e-4
1792	4.98048839625443e-4
1793	6.24539560939262e-4
1794	6.88716207216806e-4
1795	6.01923699949897e-4
1796	6.26250054819683e-4
1797	6.87611011346886e-4
1798	5.48911941104853e-4
1799	5.99918085646446e-4
1800	5.75599259358881e-4
1801	5.80566617907744e-4
1802	6.21022207326003e-4
1803	6.31374007878725e-4
1804	6.64093226207546e-4
1805	5.94959761396248e-4
1806	6.04373500604338e-4
1807	6.39708148396443e-4
1808	6.16997427271104e-4
1809	5.71097167191225e-4
1810	5.33073309830078e-4
1811	6.06275220473151e-4
1812	5.93304979024257e-4
1813	5.72777546742765e-4
1814	6.11557273758816e-4
1815	5.71381747599147e-4
1816	5.52656657901161e-4
1817	6.15803394130987e-4
1818	5.58087777114786e-4
1819	5.862040202742e-4
1820	5.85034078597187e-4
1821	5.2701731829218e-4
1822	5.52266677342157e-4
1823	5.58400966135145e-4
1824	4.22202890906649e-4
1825	5.78676943770483e-4
1826	5.34538371930121e-4
1827	4.92555986037613e-4
1828	4.63209572543424e-4
1829	4.86326837108652e-4
1830	5.02859603664126e-4
1831	5.16814583667417e-4
1832	5.28544114766429e-4
1833	5.02611160450861e-4
1834	5.04250885658412e-4
1835	4.87432032978571e-4
1836	4.47745864663213e-4
1837	4.93593424667552e-4
1838	4.93609987548436e-4
1839	4.53011355067994e-4
1840	4.8438446289585e-4
1841	4.2924964386472e-4
1842	3.54037601768864e-4
1843	3.54377893685216e-4
1844	3.89729104358205e-4
1845	4.44213453885513e-4
1846	4.03510926970433e-4
1847	4.0190432752465e-4
1848	4.00321819541972e-4
1849	3.74754754322304e-4
1850	3.94710014355064e-4
1851	3.77013328988353e-4
1852	3.29845255662598e-4
1853	3.38129707537663e-4
1854	3.43800235665889e-4
1855	2.99879992709911e-4
1856	3.09587346624588e-4
1857	3.09661126730345e-4
1858	2.91362154786021e-4
1859	3.18123253145806e-4
1860	3.01049934386925e-4
1861	2.83928432701834e-4
1862	3.07209820359461e-4
1863	2.9636565052954e-4
1864	2.92194815979571e-4
1865	2.91342580472248e-4
1866	2.80551110717869e-4
1867	2.68342761789656e-4
1868	2.23388091636628e-4
1869	2.9148863496732e-4
1870	3.03385300591619e-4
1871	3.30019918770105e-4
1872	2.88510327841024e-4
1873	3.33383689306074e-4
1874	3.60501642463095e-4
1875	3.2221729615713e-4
1876	3.41872918617528e-4
1877	3.48392670820187e-4
1878	3.36751976991374e-4
1879	3.55642695498203e-4
1880	3.23209563293748e-4
1881	3.35616666792573e-4
1882	3.50360642212537e-4
1883	2.87959235622508e-4
1884	3.23974467247316e-4
1885	3.34740339822147e-4
1886	2.94829819756627e-4
1887	3.34303682053377e-4
1888	2.58796519534491e-4
1889	2.82865396892347e-4
1890	3.19909032848429e-4
1891	2.82972302759873e-4
1892	3.17969670068515e-4
1893	2.66263367380447e-4
1894	2.56464164762685e-4
1895	2.74752596691901e-4
1896	2.7404641567965e-4
1897	2.91101665841203e-4
1898	2.87076885786305e-4
1899	2.37943852501088e-4
1900	2.78102815779873e-4
1901	2.79462477728834e-4
1902	2.49325563101528e-4
1903	2.79408271936849e-4
1904	2.57984938371157e-4
1905	2.43781515154601e-4
1906	2.70791056727652e-4
1907	2.15416828781921e-4
1908	2.27938366730494e-4
1909	2.16046218255527e-4
1910	2.10512710323708e-4
1911	1.86948247974603e-4
1912	2.21195768494117e-4
1913	2.22802367939899e-4
1914	1.7692469360668e-4
1915	2.21355374437184e-4
1916	1.63796351931163e-4
1917	1.48258863945194e-4
1918	2.12426475924073e-4
1919	1.81115102470422e-4
1920	1.76033309471813e-4
1921	1.78046452357484e-4
1922	1.82033589501282e-4
1923	1.65026522265937e-4
1924	1.86620001789804e-4
1925	1.65597188798225e-4
1926	1.35970712045446e-4
1927	1.59995923626425e-4
1928	1.44240106756072e-4
1929	1.29657242995619e-4
1930	1.4324633390301e-4
1931	1.20479901269242e-4
1932	1.39174876638347e-4
1933	1.12770633075797e-4
1934	1.06699584373459e-4
1935	1.10667147203484e-4
1936	8.77501429253128e-5
1937	9.57003257498032e-5
1938	1.07624094270095e-4
1939	1.0196862330631e-4
1940	9.70118047725553e-5
1941	8.1879354510031e-5
1942	9.07133928871683e-5
1943	9.23094523178425e-5
1944	7.669968994256e-5
1945	7.95891597986579e-5
1946	8.63980095585718e-5
1947	7.17759971705744e-5
1948	5.70004017052857e-5
1949	6.21123090327753e-5
1950	7.17699743047983e-5
1951	4.63881122077463e-5
1952	3.89739644373314e-5
1953	4.71816247737513e-5
1954	5.75394481922493e-5
1955	5.53922965430592e-5
1956	4.413405469103e-5
1957	4.34113107978945e-5
1958	5.59554344931273e-5
1959	2.8784781260565e-5
1960	2.64750122354194e-5
1961	3.67545383988278e-5
1962	2.70501959170398e-5
1963	3.61161146265581e-5
1964	3.54189679129712e-5
1965	2.95677538114617e-5
1966	1.9127115988542e-5
1967	2.24201178516405e-5
1968	1.4977361468789e-5
1969	1.83170405416526e-5
1970	2.13435305941575e-5
1971	2.02127375446892e-5
1972	2.04129978317455e-5
1973	1.98438370159013e-5
